1,0,20610,NULL
1,0,23120,NULL
1,1,20610,NULL
1,2,20610,NULL
3,2,64636,3223
4,2,27447,NULL
5,2,20610,NULL
5,2,23120,NULL
5,2,23412,NULL
6,2,19083,3228
7,1,20610,NULL
7,1,23350,NULL
7,1,27447,NULL
7,1,64721,NULL
7,2,20610,NULL
7,2,23350,NULL
7,2,29888,NULL
8,1,27447,3232
8,2,27130,3232
8,2,70551,NULL
9,0,19083,3233
9,0,19083,3234
9,0,70496,3233
9,1,19083,NULL
9,1,19083,3234
9,1,20610,NULL
9,1,20610,3234
9,1,27447,NULL
9,1,29881,NULL
9,1,64721,3234
9,2,19083,NULL
9,2,19083,3234
9,2,20610,NULL
9,2,20930,NULL
9,2,20930,3234
9,2,22849,NULL
9,2,22849,3234
9,2,23350,NULL
9,2,23412,NULL
9,2,23412,3234
9,2,27130,NULL
9,2,27130,3234
9,2,27447,NULL
9,2,27447,3234
9,2,29280,NULL
9,2,29820,NULL
9,2,29881,NULL
9,2,29888,3234
9,2,64721,NULL
9,2,64721,3234
9,2,70543,NULL
12,1,27447,NULL
12,1,27447,3238
12,2,19083,NULL
12,2,23350,NULL
12,2,27447,NULL
13,0,19083,NULL
13,0,19083,3240
13,0,20610,3240
13,0,23120,NULL
13,0,23120,3240
13,0,23350,NULL
13,0,27130,3240
13,0,27447,NULL
13,0,27447,3240
13,0,96999,NULL
13,1,19083,NULL
13,1,20930,NULL
13,1,22526,NULL
13,1,22845,NULL
13,1,23120,NULL
13,1,23120,3240
13,1,23350,NULL
13,1,23472,NULL
13,1,27096,NULL
13,1,27447,NULL
13,1,29873,NULL
13,1,62264,NULL
13,1,63030,NULL
13,1,64721,NULL
13,1,C9752,NULL
13,1,C9753,NULL
13,2,0274T,NULL
13,2,0275T,NULL
13,2,19083,NULL
13,2,19083,3240
13,2,20526,NULL
13,2,20553,NULL
13,2,20600,NULL
13,2,20604,NULL
13,2,20606,NULL
13,2,20610,NULL
13,2,20610,3240
13,2,20611,NULL
13,2,20930,NULL
13,2,22526,NULL
13,2,22527,NULL
13,2,22558,3240
13,2,22585,NULL
13,2,22612,NULL
13,2,22840,NULL
13,2,22845,NULL
13,2,22846,NULL
13,2,23120,NULL
13,2,23334,NULL
13,2,23350,3240
13,2,23462,NULL
